code_ral,name_fr,rgba,hex
360 40 20,Bistre,"rgba(123,79,93,1)",#7B4F5D
360 40 25,Bistre,"rgba(129,74,92,1)",#814A5C
360 40 30,Quinacridone magenta,"rgba(136,69,94,1)",#88455E
360 40 35,Quinacridone magenta,"rgba(143,65,95,1)",#8F415F
360 40 40,Quinacridone magenta,"rgba(150,59,96,1)",#963B60
360 40 45,Quinacridone magenta,"rgba(155,54,94,1)",#9B365E
360 40 50,Marron,"rgba(161,45,93,1)",#A12D5D
360 50 05,Gris platine,"rgba(128,115,117,1)",#807375
360 50 10,Gris platine,"rgba(133,111,118,1)",#856F76
360 50 15,Gris platine,"rgba(142,107,118,1)",#8E6B76
360 50 20,Pourpre,"rgba(148,104,119,1)",#946877
360 50 25,Pourpre,"rgba(157,99,117,1)",#9D6375
360 50 30,Rose Saint Paulia,"rgba(165,96,120,1)",#A56078
360 50 35,Rose Saint Paulia,"rgba(173,91,120,1)",#AD5B78
360 50 40,Rose sarrasin,"rgba(180,88,119,1)",#B45877
360 50 45,Rose sarrasin,"rgba(188,83,120,1)",#BC5378
360 50 50,Rose sarrasin,"rgba(192,76,119,1)",#C04C77
360 60 05,Violet alouette,"rgba(153,142,145,1)",#998E91
360 60 10,Violet alouette,"rgba(160,137,144,1)",#A08990
360 60 15,Violet pastel,"rgba(169,134,145,1)",#A98691
360 60 20,Violet pastel,"rgba(178,131,146,1)",#B28392
360 60 25,Brun rosé,"rgba(184,126,145,1)",#B87E91
360 70 05,Gris tourterelle,"rgba(181,169,172,1)",#B5A9AC
360 70 10,Gris tourterelle,"rgba(188,163,170,1)",#BCA3AA
360 70 15,Rose camélia,"rgba(198,160,171,1)",#C6A0AB
360 80 05,Mauve d'antan,"rgba(209,196,198,1)",#D1C4C6
360 80 10,Rose lilas,"rgba(217,191,197,1)",#D9BFC5
360 90 05,Framboise,"rgba(241,225,224,1)",#F1E1E0
360 92 05,Ambre,"rgba(240,228,229,1)",#F0E4E5
